benchmark,suite,compiler,iteration,wall_s,time_wall_s,user_s,sys_s,rss_kb,object_bytes
insertion_sort,embench_style,RISCV,29,0.013626785,0.010000,0.010000,0.000000,60376,1536
state_machine,embench_style,YSX,0,0.014079921,0.010000,0.010000,0.000000,57472,2512
state_machine,embench_style,YSX,1,0.013238651,0.010000,0.010000,0.000000,58040,2512
state_machine,embench_style,YSX,2,0.012764936,0.010000,0.000000,0.010000,58112,2512
state_machine,embench_style,YSX,3,0.012726473,0.010000,0.000000,0.000000,57016,2512
state_machine,embench_style,YSX,4,0.013704164,0.010000,0.010000,0.000000,57272,2512
state_machine,embench_style,YSX,5,0.012556010,0.010000,0.000000,0.010000,57472,2512
state_machine,embench_style,YSX,6,0.013033587,0.010000,0.010000,0.000000,57400,2512
state_machine,embench_style,YSX,7,0.013731728,0.010000,0.010000,0.000000,57984,2512
state_machine,embench_style,YSX,8,0.012773861,0.010000,0.010000,0.000000,57344,2512
state_machine,embench_style,YSX,9,0.013258647,0.010000,0.000000,0.000000,57600,2512
state_machine,embench_style,YSX,10,0.012850851,0.010000,0.010000,0.000000,58112,2512
state_machine,embench_style,YSX,11,0.013056849,0.010000,0.000000,0.010000,58040,2512
state_machine,embench_style,YSX,12,0.012892234,0.010000,0.000000,0.000000,57472,2512
state_machine,embench_style,YSX,13,0.012520382,0.010000,0.010000,0.000000,57400,2512
state_machine,embench_style,YSX,14,0.012797669,0.010000,0.010000,0.000000,57344,2512
state_machine,embench_style,YSX,15,0.013242612,0.010000,0.000000,0.010000,57400,2512
state_machine,embench_style,YSX,16,0.013416879,0.010000,0.010000,0.000000,58040,2512
state_machine,embench_style,YSX,17,0.012869052,0.010000,0.010000,0.000000,57016,2512
state_machine,embench_style,YSX,18,0.012796057,0.010000,0.010000,0.000000,57088,2512
state_machine,embench_style,YSX,19,0.013394005,0.010000,0.000000,0.000000,57984,2512
state_machine,embench_style,YSX,20,0.013228124,0.010000,0.010000,0.000000,57404,2512
state_machine,embench_style,YSX,21,0.013744816,0.010000,0.000000,0.000000,57856,2512
state_machine,embench_style,YSX,22,0.013351362,0.010000,0.000000,0.010000,57400,2512
state_machine,embench_style,YSX,23,0.013180153,0.010000,0.000000,0.010000,57052,2512
state_machine,embench_style,YSX,24,0.012884563,0.010000,0.000000,0.010000,57788,2512
state_machine,embench_style,YSX,25,0.012808228,0.010000,0.010000,0.000000,58040,2512
state_machine,embench_style,YSX,26,0.012506393,0.010000,0.010000,0.000000,57472,2512
state_machine,embench_style,YSX,27,0.014005428,0.010000,0.000000,0.010000,57404,2512
state_machine,embench_style,YSX,28,0.012652808,0.010000,0.010000,0.000000,57216,2512
state_machine,embench_style,YSX,29,0.013591027,0.010000,0.010000,0.000000,57528,2512
state_machine,embench_style,RISCV,0,0.016276743,0.010000,0.010000,0.000000,61416,2512
state_machine,embench_style,RISCV,1,0.015588771,0.010000,0.000000,0.000000,61800,2512
state_machine,embench_style,RISCV,2,0.015701518,0.010000,0.010000,0.000000,61796,2512
state_machine,embench_style,RISCV,3,0.015016845,0.010000,0.000000,0.000000,61924,2512
state_machine,embench_style,RISCV,4,0.015093403,0.010000,0.000000,0.010000,61172,2512
state_machine,embench_style,RISCV,5,0.014079445,0.010000,0.010000,0.000000,61412,2512
state_machine,embench_style,RISCV,6,0.015382288,0.010000,0.010000,0.000000,61664,2512
state_machine,embench_style,RISCV,7,0.016635360,0.010000,0.010000,0.000000,61380,2512
state_machine,embench_style,RISCV,8,0.015224500,0.010000,0.010000,0.000000,61544,2512
state_machine,embench_style,RISCV,9,0.016694702,0.010000,0.000000,0.010000,61924,2512
state_machine,embench_style,RISCV,10,0.016901128,0.010000,0.010000,0.000000,61032,2512
state_machine,embench_style,RISCV,11,0.018547308,0.010000,0.010000,0.000000,61428,2512
state_machine,embench_style,RISCV,12,0.016932459,0.010000,0.010000,0.000000,61032,2512
state_machine,embench_style,RISCV,13,0.016057582,0.010000,0.010000,0.000000,61416,2512
state_machine,embench_style,RISCV,14,0.015393959,0.010000,0.010000,0.000000,61412,2512
state_machine,embench_style,RISCV,15,0.015262896,0.010000,0.010000,0.000000,61288,2512
state_machine,embench_style,RISCV,16,0.015196656,0.010000,0.010000,0.000000,61028,2512
state_machine,embench_style,RISCV,17,0.016042156,0.010000,0.010000,0.000000,61540,2512
state_machine,embench_style,RISCV,18,0.018944293,0.010000,0.010000,0.000000,61412,2512
state_machine,embench_style,RISCV,19,0.015599587,0.010000,0.010000,0.000000,61032,2512
state_machine,embench_style,RISCV,20,0.015980294,0.010000,0.000000,0.000000,61420,2512
state_machine,embench_style,RISCV,21,0.014702440,0.010000,0.010000,0.000000,61028,2512
state_machine,embench_style,RISCV,22,0.015500902,0.010000,0.010000,0.000000,61036,2512
state_machine,embench_style,RISCV,23,0.016919413,0.010000,0.010000,0.000000,61668,2512
state_machine,embench_style,RISCV,24,0.015646583,0.010000,0.000000,0.000000,61672,2512
state_machine,embench_style,RISCV,25,0.016530555,0.010000,0.000000,0.000000,61028,2512
state_machine,embench_style,RISCV,26,0.016023000,0.010000,0.010000,0.000000,61540,2512
state_machine,embench_style,RISCV,27,0.016720625,0.010000,0.000000,0.010000,61544,2512
state_machine,embench_style,RISCV,28,0.016078724,0.010000,0.000000,0.000000,61412,2512
state_machine,embench_style,RISCV,29,0.016173307,0.010000,0.010000,0.000000,61544,2512
dijkstra_i32,embench_style,YSX,0,0.015586964,0.010000,0.000000,0.000000,57408,2120
dijkstra_i32,embench_style,YSX,1,0.015122539,0.010000,0.010000,0.000000,57528,2120
dijkstra_i32,embench_style,YSX,2,0.015932523,0.010000,0.000000,0.000000,58168,2120
dijkstra_i32,embench_style,YSX,3,0.015680854,0.010000,0.000000,0.010000,57408,2120
dijkstra_i32,embench_style,YSX,4,0.015671853,0.010000,0.010000,0.000000,57600,2120
dijkstra_i32,embench_style,YSX,5,0.015225597,0.010000,0.010000,0.000000,58112,2120
dijkstra_i32,embench_style,YSX,6,0.015325537,0.010000,0.010000,0.000000,57532,2120
dijkstra_i32,embench_style,YSX,7,0.014929839,0.010000,0.000000,0.000000,57276,2120
dijkstra_i32,embench_style,YSX,8,0.015521123,0.010000,0.010000,0.000000,58552,2120
dijkstra_i32,embench_style,YSX,9,0.015374153,0.010000,0.010000,0.000000,58168,2120
dijkstra_i32,embench_style,YSX,10,0.015647390,0.010000,0.010000,0.000000,57532,2120
dijkstra_i32,embench_style,YSX,11,0.015582655,0.010000,0.010000,0.000000,57728,2120
dijkstra_i32,embench_style,YSX,12,0.014880625,0.010000,0.000000,0.000000,57532,2120
dijkstra_i32,embench_style,YSX,13,0.015437965,0.010000,0.010000,0.000000,58172,2120
dijkstra_i32,embench_style,YSX,14,0.014948686,0.010000,0.000000,0.010000,58552,2120
dijkstra_i32,embench_style,YSX,15,0.014826672,0.010000,0.010000,0.000000,58040,2120
dijkstra_i32,embench_style,YSX,16,0.015511071,0.010000,0.000000,0.000000,57660,2120
dijkstra_i32,embench_style,YSX,17,0.015760441,0.010000,0.000000,0.010000,57404,2120
dijkstra_i32,embench_style,YSX,18,0.015798879,0.010000,0.000000,0.000000,57600,2120
dijkstra_i32,embench_style,YSX,19,0.015091052,0.010000,0.010000,0.000000,58300,2120
dijkstra_i32,embench_style,YSX,20,0.015128165,0.010000,0.000000,0.000000,57528,2120
dijkstra_i32,embench_style,YSX,21,0.014975228,0.010000,0.000000,0.010000,58624,2120
dijkstra_i32,embench_style,YSX,22,0.014948301,0.010000,0.010000,0.000000,57472,2120
dijkstra_i32,embench_style,YSX,23,0.016149774,0.010000,0.000000,0.000000,57656,2120
dijkstra_i32,embench_style,YSX,24,0.017412139,0.010000,0.010000,0.000000,57528,2120
dijkstra_i32,embench_style,YSX,25,0.019228107,0.010000,0.000000,0.000000,57656,2120
dijkstra_i32,embench_style,YSX,26,0.016415677,0.010000,0.010000,0.000000,58040,2120
dijkstra_i32,embench_style,YSX,27,0.016181109,0.010000,0.000000,0.000000,58112,2120
dijkstra_i32,embench_style,YSX,28,0.015298856,0.010000,0.010000,0.000000,57528,2120
dijkstra_i32,embench_style,YSX,29,0.015447695,0.010000,0.000000,0.010000,58300,2120
dijkstra_i32,embench_style,RISCV,0,0.016620748,0.010000,0.010000,0.000000,61032,2112
dijkstra_i32,embench_style,RISCV,1,0.016699911,0.010000,0.010000,0.000000,61276,2112
dijkstra_i32,embench_style,RISCV,2,0.019459499,0.010000,0.000000,0.000000,61288,2112
dijkstra_i32,embench_style,RISCV,3,0.019803903,0.010000,0.000000,0.000000,60900,2112
dijkstra_i32,embench_style,RISCV,4,0.018005569,0.010000,0.010000,0.000000,61032,2112
dijkstra_i32,embench_style,RISCV,5,0.017444839,0.010000,0.000000,0.010000,60892,2112
dijkstra_i32,embench_style,RISCV,6,0.016947555,0.010000,0.010000,0.000000,60520,2112
dijkstra_i32,embench_style,RISCV,7,0.017363551,0.010000,0.010000,0.000000,60652,2112
dijkstra_i32,embench_style,RISCV,8,0.017816927,0.010000,0.010000,0.000000,60400,2112
dijkstra_i32,embench_style,RISCV,9,0.017361765,0.010000,0.010000,0.000000,61408,2112
dijkstra_i32,embench_style,RISCV,10,0.016846554,0.010000,0.010000,0.000000,60648,2112
dijkstra_i32,embench_style,RISCV,11,0.017804472,0.010000,0.010000,0.000000,60644,2112
dijkstra_i32,embench_style,RISCV,12,0.017215921,0.010000,0.000000,0.010000,61160,2112
dijkstra_i32,embench_style,RISCV,13,0.017724706,0.010000,0.000000,0.010000,61288,2112
dijkstra_i32,embench_style,RISCV,14,0.018999269,0.010000,0.010000,0.000000,61032,2112
dijkstra_i32,embench_style,RISCV,15,0.017910075,0.010000,0.000000,0.000000,61036,2112
dijkstra_i32,embench_style,RISCV,16,0.017741985,0.010000,0.000000,0.000000,60908,2112
dijkstra_i32,embench_style,RISCV,17,0.017235625,0.010000,0.000000,0.000000,61292,2112
dijkstra_i32,embench_style,RISCV,18,0.016760958,0.010000,0.010000,0.000000,60908,2112
dijkstra_i32,embench_style,RISCV,19,0.017315506,0.010000,0.000000,0.000000,60892,2112
dijkstra_i32,embench_style,RISCV,20,0.018478225,0.010000,0.010000,0.000000,61288,2112
dijkstra_i32,embench_style,RISCV,21,0.017493102,0.010000,0.010000,0.000000,60508,2112
dijkstra_i32,embench_style,RISCV,22,0.017103311,0.010000,0.010000,0.000000,60904,2112
dijkstra_i32,embench_style,RISCV,23,0.017066173,0.010000,0.010000,0.000000,61032,2112
dijkstra_i32,embench_style,RISCV,24,0.017613261,0.010000,0.000000,0.000000,60908,2112
dijkstra_i32,embench_style,RISCV,25,0.018921055,0.010000,0.010000,0.000000,61148,2112
dijkstra_i32,embench_style,RISCV,26,0.019598360,0.010000,0.000000,0.000000,60908,2112
dijkstra_i32,embench_style,RISCV,27,0.018566244,0.010000,0.010000,0.000000,60516,2112
dijkstra_i32,embench_style,RISCV,28,0.019522679,0.010000,0.000000,0.000000,60908,2112
dijkstra_i32,embench_style,RISCV,29,0.020535243,0.010000,0.010000,0.000000,61288,2112
fir_i32,embench_style,YSX,0,0.016063815,0.010000,0.000000,0.010000,57584,1712
fir_i32,embench_style,YSX,1,0.017589370,0.010000,0.010000,0.000000,57572,1712
fir_i32,embench_style,YSX,2,0.016068815,0.010000,0.010000,0.000000,56948,1712
fir_i32,embench_style,YSX,3,0.014426429,0.010000,0.010000,0.000000,57560,1712
fir_i32,embench_style,YSX,4,0.014228385,0.010000,0.010000,0.000000,57436,1712
fir_i32,embench_style,YSX,5,0.014269597,0.010000,0.010000,0.000000,56820,1712
fir_i32,embench_style,YSX,6,0.015420638,0.010000,0.010000,0.000000,56820,1712
fir_i32,embench_style,YSX,7,0.014655367,0.010000,0.010000,0.000000,57588,1712
fir_i32,embench_style,YSX,8,0.014000677,0.010000,0.010000,0.000000,57212,1712
fir_i32,embench_style,YSX,9,0.013631411,0.010000,0.010000,0.000000,57204,1712
fir_i32,embench_style,YSX,10,0.012790664,0.010000,0.010000,0.000000,56944,1712
fir_i32,embench_style,YSX,11,0.012398739,0.010000,0.000000,0.000000,57716,1712
fir_i32,embench_style,YSX,12,0.013265065,0.010000,0.010000,0.000000,57332,1712
fir_i32,embench_style,YSX,13,0.012780690,0.010000,0.000000,0.010000,57080,1712
fir_i32,embench_style,YSX,14,0.012827360,0.010000,0.010000,0.000000,57716,1712
fir_i32,embench_style,YSX,15,0.012387591,0.010000,0.010000,0.000000,57076,1712
fir_i32,embench_style,YSX,16,0.012661996,0.010000,0.000000,0.000000,56828,1712
fir_i32,embench_style,YSX,17,0.012734214,0.010000,0.010000,0.000000,57072,1712
fir_i32,embench_style,YSX,18,0.014617464,0.010000,0.010000,0.000000,57408,1712
fir_i32,embench_style,YSX,19,0.013998986,0.010000,0.000000,0.010000,57076,1712
fir_i32,embench_style,YSX,20,0.013649833,0.010000,0.000000,0.000000,56816,1712
fir_i32,embench_style,YSX,21,0.013658899,0.010000,0.010000,0.000000,57332,1712
fir_i32,embench_style,YSX,22,0.012961704,0.010000,0.010000,0.000000,57216,1712
fir_i32,embench_style,YSX,23,0.012633462,0.010000,0.000000,0.000000,57332,1712
fir_i32,embench_style,YSX,24,0.012614460,0.010000,0.010000,0.000000,57460,1712
fir_i32,embench_style,YSX,25,0.012485532,0.010000,0.000000,0.010000,57460,1712
fir_i32,embench_style,YSX,26,0.013016432,0.010000,0.000000,0.010000,57336,1712
fir_i32,embench_style,YSX,27,0.012528913,0.010000,0.010000,0.000000,57848,1712
fir_i32,embench_style,YSX,28,0.012741483,0.010000,0.010000,0.000000,57588,1712
fir_i32,embench_style,YSX,29,0.013037617,0.010000,0.000000,0.010000,56948,1712
fir_i32,embench_style,RISCV,0,0.014592144,0.010000,0.010000,0.000000,60664,1632
fir_i32,embench_style,RISCV,1,0.014963552,0.010000,0.010000,0.000000,60664,1632
fir_i32,embench_style,RISCV,2,0.015121177,0.010000,0.010000,0.000000,60920,1632
fir_i32,embench_style,RISCV,3,0.019265375,0.010000,0.000000,0.000000,60924,1632
fir_i32,embench_style,RISCV,4,0.016131130,0.010000,0.010000,0.000000,60412,1632
fir_i32,embench_style,RISCV,5,0.016136381,0.010000,0.010000,0.000000,61300,1632
fir_i32,embench_style,RISCV,6,0.014634500,0.010000,0.000000,0.010000,60668,1632
fir_i32,embench_style,RISCV,7,0.014879992,0.010000,0.000000,0.000000,60536,1632
fir_i32,embench_style,RISCV,8,0.014263783,0.010000,0.010000,0.000000,60660,1632
fir_i32,embench_style,RISCV,9,0.015008756,0.010000,0.010000,0.000000,60672,1632
fir_i32,embench_style,RISCV,10,0.015236264,0.010000,0.010000,0.000000,60512,1632
fir_i32,embench_style,RISCV,11,0.014446184,0.010000,0.000000,0.010000,60668,1632
fir_i32,embench_style,RISCV,12,0.013691885,0.010000,0.010000,0.000000,60532,1632
fir_i32,embench_style,RISCV,13,0.014544323,0.010000,0.010000,0.000000,60668,1632
fir_i32,embench_style,RISCV,14,0.015790467,0.010000,0.010000,0.000000,61308,1632
fir_i32,embench_style,RISCV,15,0.015469743,0.010000,0.000000,0.010000,60916,1632
fir_i32,embench_style,RISCV,16,0.014530831,0.010000,0.010000,0.000000,60472,1632
fir_i32,embench_style,RISCV,17,0.013953796,0.010000,0.010000,0.000000,60532,1632
fir_i32,embench_style,RISCV,18,0.016143818,0.010000,0.000000,0.000000,60664,1632
fir_i32,embench_style,RISCV,19,0.014914852,0.010000,0.010000,0.000000,60668,1632
fir_i32,embench_style,RISCV,20,0.014395801,0.010000,0.010000,0.000000,60664,1632
fir_i32,embench_style,RISCV,21,0.014755120,0.010000,0.000000,0.000000,60916,1632
fir_i32,embench_style,RISCV,22,0.015192899,0.010000,0.010000,0.000000,60796,1632
fir_i32,embench_style,RISCV,23,0.014573326,0.010000,0.000000,0.010000,60668,1632
fir_i32,embench_style,RISCV,24,0.014743275,0.010000,0.010000,0.000000,61056,1632
fir_i32,embench_style,RISCV,25,0.015651423,0.010000,0.010000,0.000000,60916,1632
fir_i32,embench_style,RISCV,26,0.014789329,0.010000,0.000000,0.010000,60284,1632
fir_i32,embench_style,RISCV,27,0.014906947,0.010000,0.010000,0.000000,60660,1632
fir_i32,embench_style,RISCV,28,0.014279369,0.010000,0.000000,0.010000,60408,1632
fir_i32,embench_style,RISCV,29,0.014345524,0.010000,0.000000,0.000000,60536,1632
fixed_butterfly_i32,embench_style,YSX,0,0.016356537,0.010000,0.000000,0.010000,57568,1968
fixed_butterfly_i32,embench_style,YSX,1,0.016045111,0.010000,0.010000,0.000000,58468,1968
fixed_butterfly_i32,embench_style,YSX,2,0.016213307,0.010000,0.000000,0.000000,57312,1968
fixed_butterfly_i32,embench_style,YSX,3,0.016029532,0.010000,0.010000,0.000000,57952,1968
fixed_butterfly_i32,embench_style,YSX,4,0.016927937,0.010000,0.010000,0.000000,57952,1968
fixed_butterfly_i32,embench_style,YSX,5,0.016891110,0.010000,0.000000,0.010000,57440,1968
fixed_butterfly_i32,embench_style,YSX,6,0.016676946,0.010000,0.010000,0.000000,58080,1968
fixed_butterfly_i32,embench_style,YSX,7,0.016249728,0.010000,0.000000,0.000000,57312,1968
fixed_butterfly_i32,embench_style,YSX,8,0.016506915,0.010000,0.010000,0.000000,57440,1968
fixed_butterfly_i32,embench_style,YSX,9,0.016644995,0.010000,0.010000,0.000000,58080,1968
fixed_butterfly_i32,embench_style,YSX,10,0.017549419,0.010000,0.010000,0.000000,58464,1968
fixed_butterfly_i32,embench_style,YSX,11,0.016558738,0.010000,0.000000,0.000000,58464,1968
fixed_butterfly_i32,embench_style,YSX,12,0.017258331,0.010000,0.000000,0.000000,57444,1968
fixed_butterfly_i32,embench_style,YSX,13,0.017062260,0.010000,0.010000,0.000000,57568,1968
fixed_butterfly_i32,embench_style,YSX,14,0.016787164,0.010000,0.000000,0.000000,57956,1968
fixed_butterfly_i32,embench_style,YSX,15,0.016683314,0.010000,0.010000,0.000000,57444,1968
fixed_butterfly_i32,embench_style,YSX,16,0.016845101,0.010000,0.010000,0.000000,57568,1968
fixed_butterfly_i32,embench_style,YSX,17,0.016771648,0.010000,0.010000,0.000000,57444,1968
fixed_butterfly_i32,embench_style,YSX,18,0.016293774,0.010000,0.010000,0.000000,58212,1968
fixed_butterfly_i32,embench_style,YSX,19,0.016434904,0.010000,0.010000,0.000000,57572,1968
fixed_butterfly_i32,embench_style,YSX,20,0.016285801,0.010000,0.010000,0.000000,57956,1968
fixed_butterfly_i32,embench_style,YSX,21,0.016651352,0.010000,0.010000,0.000000,57948,1968
fixed_butterfly_i32,embench_style,YSX,22,0.016210147,0.010000,0.010000,0.000000,57956,1968
fixed_butterfly_i32,embench_style,YSX,23,0.016390605,0.010000,0.010000,0.000000,58468,1968
fixed_butterfly_i32,embench_style,YSX,24,0.016263434,0.010000,0.000000,0.010000,57440,1968
fixed_butterfly_i32,embench_style,YSX,25,0.016153311,0.010000,0.010000,0.000000,57188,1968
fixed_butterfly_i32,embench_style,YSX,26,0.017354564,0.010000,0.000000,0.000000,57956,1968
fixed_butterfly_i32,embench_style,YSX,27,0.017542736,0.010000,0.000000,0.010000,58468,1968
fixed_butterfly_i32,embench_style,YSX,28,0.017293930,0.010000,0.010000,0.000000,57308,1968
fixed_butterfly_i32,embench_style,YSX,29,0.017824889,0.010000,0.010000,0.000000,58468,1968
fixed_butterfly_i32,embench_style,RISCV,0,0.019409211,0.010000,0.010000,0.000000,60928,1968
fixed_butterfly_i32,embench_style,RISCV,1,0.019434995,0.010000,0.010000,0.000000,61184,1968
fixed_butterfly_i32,embench_style,RISCV,2,0.018229414,0.010000,0.010000,0.000000,61568,1968
fixed_butterfly_i32,embench_style,RISCV,3,0.017948701,0.010000,0.000000,0.000000,60672,1968
fixed_butterfly_i32,embench_style,RISCV,4,0.017831365,0.010000,0.010000,0.000000,61184,1968
fixed_butterfly_i32,embench_style,RISCV,5,0.018102162,0.010000,0.010000,0.000000,61056,1968
fixed_butterfly_i32,embench_style,RISCV,6,0.023296103,0.020000,0.010000,0.010000,60928,1968
fixed_butterfly_i32,embench_style,RISCV,7,0.018633853,0.010000,0.010000,0.000000,61312,1968
fixed_butterfly_i32,embench_style,RISCV,8,0.017724596,0.010000,0.000000,0.000000,60928,1968
fixed_butterfly_i32,embench_style,RISCV,9,0.020668583,0.010000,0.010000,0.000000,61056,1968
fixed_butterfly_i32,embench_style,RISCV,10,0.020176288,0.010000,0.010000,0.000000,60928,1968
fixed_butterfly_i32,embench_style,RISCV,11,0.018719738,0.010000,0.000000,0.000000,61152,1968
fixed_butterfly_i32,embench_style,RISCV,12,0.019970523,0.010000,0.000000,0.000000,61056,1968
fixed_butterfly_i32,embench_style,RISCV,13,0.018892986,0.010000,0.010000,0.000000,60800,1968
fixed_butterfly_i32,embench_style,RISCV,14,0.017927381,0.010000,0.000000,0.000000,61568,1968
fixed_butterfly_i32,embench_style,RISCV,15,0.018089566,0.010000,0.010000,0.000000,61056,1968
fixed_butterfly_i32,embench_style,RISCV,16,0.017835803,0.010000,0.010000,0.000000,61312,1968
fixed_butterfly_i32,embench_style,RISCV,17,0.016972449,0.010000,0.010000,0.000000,61568,1968
fixed_butterfly_i32,embench_style,RISCV,18,0.017907451,0.010000,0.000000,0.000000,61568,1968
fixed_butterfly_i32,embench_style,RISCV,19,0.018831301,0.010000,0.010000,0.000000,61184,1968
fixed_butterfly_i32,embench_style,RISCV,20,0.020024128,0.010000,0.000000,0.000000,60928,1968
fixed_butterfly_i32,embench_style,RISCV,21,0.020320843,0.010000,0.010000,0.000000,60928,1968
fixed_butterfly_i32,embench_style,RISCV,22,0.018362939,0.010000,0.000000,0.000000,61568,1968
fixed_butterfly_i32,embench_style,RISCV,23,0.018801775,0.010000,0.010000,0.000000,60928,1968
fixed_butterfly_i32,embench_style,RISCV,24,0.017272387,0.010000,0.010000,0.000000,61696,1968
fixed_butterfly_i32,embench_style,RISCV,25,0.017582485,0.010000,0.010000,0.000000,61312,1968
fixed_butterfly_i32,embench_style,RISCV,26,0.018093222,0.010000,0.000000,0.000000,61312,1968
fixed_butterfly_i32,embench_style,RISCV,27,0.019491678,0.010000,0.010000,0.000000,61056,1968
fixed_butterfly_i32,embench_style,RISCV,28,0.020702262,0.010000,0.010000,0.000000,61536,1968
fixed_butterfly_i32,embench_style,RISCV,29,0.018787296,0.010000,0.000000,0.000000,60672,1968
levenshtein_i32,embench_style,YSX,0,0.017327859,0.010000,0.010000,0.000000,57932,2008
levenshtein_i32,embench_style,YSX,1,0.019118459,0.010000,0.010000,0.000000,58700,2008
levenshtein_i32,embench_style,YSX,2,0.018328717,0.010000,0.010000,0.000000,58880,2008
levenshtein_i32,embench_style,YSX,3,0.017117001,0.010000,0.000000,0.000000,57932,2008
levenshtein_i32,embench_style,YSX,4,0.015926240,0.010000,0.010000,0.000000,57804,2008
levenshtein_i32,embench_style,YSX,5,0.015907189,0.010000,0.000000,0.000000,58568,2008
levenshtein_i32,embench_style,YSX,6,0.016283978,0.010000,0.000000,0.000000,58568,2008
levenshtein_i32,embench_style,YSX,7,0.016895013,0.010000,0.010000,0.000000,58056,2008
levenshtein_i32,embench_style,YSX,8,0.018262085,0.010000,0.000000,0.000000,58316,2008
levenshtein_i32,embench_style,YSX,9,0.017712883,0.010000,0.010000,0.000000,58052,2008
levenshtein_i32,embench_style,YSX,10,0.016518657,0.010000,0.000000,0.000000,58064,2008
levenshtein_i32,embench_style,YSX,11,0.018040237,0.010000,0.010000,0.000000,57800,2008
levenshtein_i32,embench_style,YSX,12,0.016871519,0.010000,0.010000,0.000000,57932,2008
levenshtein_i32,embench_style,YSX,13,0.015930798,0.010000,0.000000,0.000000,58060,2008
levenshtein_i32,embench_style,YSX,14,0.015586072,0.010000,0.010000,0.000000,58064,2008
levenshtein_i32,embench_style,YSX,15,0.016268347,0.010000,0.000000,0.000000,58052,2008
levenshtein_i32,embench_style,YSX,16,0.017159289,0.010000,0.010000,0.000000,58056,2008
levenshtein_i32,embench_style,YSX,17,0.017164718,0.010000,0.010000,0.000000,57924,2008
levenshtein_i32,embench_style,YSX,18,0.016557760,0.010000,0.010000,0.000000,58696,2008
levenshtein_i32,embench_style,YSX,19,0.016540186,0.010000,0.010000,0.000000,57924,2008
levenshtein_i32,embench_style,YSX,20,0.015989984,0.010000,0.010000,0.000000,58568,2008
levenshtein_i32,embench_style,YSX,21,0.016601297,0.010000,0.010000,0.000000,57932,2008
levenshtein_i32,embench_style,YSX,22,0.017509356,0.010000,0.000000,0.000000,57932,2008
levenshtein_i32,embench_style,YSX,23,0.018064661,0.010000,0.000000,0.000000,58056,2008
levenshtein_i32,embench_style,YSX,24,0.017032466,0.010000,0.010000,0.000000,57924,2008
levenshtein_i32,embench_style,YSX,25,0.016251949,0.010000,0.000000,0.000000,57764,2008
levenshtein_i32,embench_style,YSX,26,0.017246408,0.010000,0.000000,0.000000,57804,2008
levenshtein_i32,embench_style,YSX,27,0.017045143,0.010000,0.000000,0.010000,58700,2008
levenshtein_i32,embench_style,YSX,28,0.016406324,0.010000,0.010000,0.000000,58700,2008
levenshtein_i32,embench_style,YSX,29,0.016702036,0.010000,0.010000,0.000000,58704,2008
levenshtein_i32,embench_style,RISCV,0,0.020143884,0.010000,0.010000,0.000000,61628,1952
levenshtein_i32,embench_style,RISCV,1,0.018525329,0.010000,0.000000,0.000000,61508,1952
levenshtein_i32,embench_style,RISCV,2,0.017672875,0.010000,0.010000,0.000000,61504,1952
levenshtein_i32,embench_style,RISCV,3,0.017579368,0.010000,0.010000,0.000000,61540,1952
levenshtein_i32,embench_style,RISCV,4,0.017004306,0.010000,0.000000,0.000000,61628,1952
levenshtein_i32,embench_style,RISCV,5,0.016867660,0.010000,0.010000,0.000000,61632,1952
levenshtein_i32,embench_style,RISCV,6,0.017236967,0.010000,0.000000,0.010000,61496,1952
levenshtein_i32,embench_style,RISCV,7,0.018691718,0.010000,0.010000,0.000000,61888,1952
levenshtein_i32,embench_style,RISCV,8,0.019804331,0.010000,0.010000,0.000000,61372,1952
levenshtein_i32,embench_style,RISCV,9,0.019295610,0.010000,0.000000,0.000000,61500,1952
levenshtein_i32,embench_style,RISCV,10,0.018466228,0.010000,0.010000,0.000000,61244,1952
levenshtein_i32,embench_style,RISCV,11,0.018962413,0.010000,0.000000,0.000000,61496,1952
levenshtein_i32,embench_style,RISCV,12,0.019950571,0.010000,0.010000,0.000000,61880,1952
levenshtein_i32,embench_style,RISCV,13,0.018668147,0.010000,0.010000,0.000000,61376,1952
levenshtein_i32,embench_style,RISCV,14,0.017603663,0.010000,0.010000,0.000000,61752,1952
levenshtein_i32,embench_style,RISCV,15,0.016868045,0.010000,0.010000,0.000000,61500,1952
levenshtein_i32,embench_style,RISCV,16,0.017341549,0.010000,0.000000,0.000000,61376,1952
levenshtein_i32,embench_style,RISCV,17,0.018685341,0.010000,0.000000,0.000000,61384,1952
levenshtein_i32,embench_style,RISCV,18,0.017548299,0.010000,0.010000,0.000000,61884,1952
levenshtein_i32,embench_style,RISCV,19,0.018069138,0.010000,0.000000,0.000000,61500,1952
levenshtein_i32,embench_style,RISCV,20,0.018963179,0.010000,0.010000,0.000000,61628,1952
levenshtein_i32,embench_style,RISCV,21,0.017806024,0.010000,0.010000,0.000000,61628,1952
levenshtein_i32,embench_style,RISCV,22,0.018570782,0.010000,0.010000,0.000000,61508,1952
levenshtein_i32,embench_style,RISCV,23,0.020051744,0.010000,0.000000,0.000000,61372,1952
levenshtein_i32,embench_style,RISCV,24,0.018287596,0.010000,0.000000,0.000000,61508,1952
levenshtein_i32,embench_style,RISCV,25,0.017768480,0.010000,0.010000,0.000000,61628,1952
levenshtein_i32,embench_style,RISCV,26,0.018128579,0.010000,0.010000,0.000000,61624,1952
